,_1
1820,"['expect', 'dry', 'weather', 'analysts']"
1821,"['new', 'palliative', 'research', 'centre']"
1822,"['conroners', 'finds', 'anti', 'smoking', 'drug', 'champix', 'contributed', 'suicide']"
1823,"['federal', 'health', 'funding', 'plan', 'cost', 'lives', 'victorian', 'premier']"
1824,"['india', 'vs', 'australia', 'day', 'three', 'third', 'test', 'ranchi', 'live', 'blog']"
1825,"['king', 'island', 'sheelite']"
1826,"['stem', 'cells', 'injected', 'paralysed', 'rats', 'help']"
1827,"['police', 'fear', 'abducted', 'woman']"
1828,"['abattoir', 'blaze', 'put', 'workers', 'jobs', 'cloud']"
1829,"['jetstar', 'staff', 'forced', 'clean', 'around', 'dead', 'body']"
1830,"['hendrie', 'bike', 'licences', 'kneejerk', 'reaction']"
1831,"['police', 'believe', 'shooting', 'death', 'jye', 'mawatters', 'involved', 'foul', 'pl']"
1832,"['domestic', 'violence', 'campaign', 'targets', 'young', 'people', 'attitudes', 'sex']"
1833,"['driver;', 'guard', 'escape', 'injury', 'fire', 'sydney', 'passenger', 'tr']"
1834,"['illawarra', 'poll']"
1835,"['paltrows', 'baby', 'truly', 'apple', 'eye']"
1836,"['harrington', 'fires', 'career', 'low', 'score']"
1837,"['italy', 'france', 'deadlock', 'joy', 'germany']"
1838,"['shorten', 'responds', 'abbott', 'press', 'club', 'speech']"
1839,"['top', 'performing', 'hsc', 'students', 'give', 'tips', 'success']"
1840,"['european', 'union', 'bans', 'fish', 'exports', 'cambodia']"
1841,"['arrested', 'water', 'rage', 'incident']"
1842,"['wildcats', 'adelaides', 'season']"
1843,"['councillor', 'ready', 'contest', 'mayoralty']"
1844,"['burke', 'cant', 'block', 'controversial', 'super', 'trawler']"
1845,"['home', 'hero', 'levet', 'claims', 'french', 'open']"
1846,"['nasa', 'puts', 'viewers', 'surface', 'mars', '360', 'degree', 'video']"
1847,"['lacey', 'murder', 'trial', 'jury', 'sees', 'crime', 'scene', 'evidence']"
1848,"['kangaroos', 'considering', 'extra', 'perth', 'game']"
1849,"['woman', 'saved', 'turkey', 'quake', '66', 'hours']"
1850,"['blues', 'battle', 'bounce', 'roos']"
1851,"['citrus', 'industry', 'ponders', 'change']"
1852,"['richard', 'hinds', 'rugby', 'league', 'world', 'cup', 'fans']"
1853,"['boy', 'charges', 'road', 'death']"
1854,"['proteas', 'begin', 'big', 'run', 'chase']"
1855,"['grooming', 'court', 'aberdeen']"
1856,"['traditional', 'owners', 'celebrate', 'native', 'title', 'wins']"
1857,"['increased', 'video', 'surveillance', 'likely', 'french']"
1858,"['william', 'kidd', 'pirate', 'wreck', 'claim', 'false', 'says', 'unesco']"
1859,"['professors', 'police', 'officers', 'honoured', 'qld']"
1860,"['woman', 'stabbed', 'bush', 'track']"
1861,"['league', 'live', 'streaming', 'updates']"
1862,"['tattoo', 'convention']"
1863,"['tas', 'aboriginal', 'centre', 'calls', 'libs', 'scrap']"
1864,"['asian', 'elephants', 'soon', 'call', 'australia', 'home']"
1865,"['pngs', 'plans', 'female', 'lawyers']"
1866,"['rwanda', 'may', 'involved', 'dr', 'congo', 'fighting']"
1867,"['morawa', 'shire', 'says', 'solar', 'plans', 'beyond', 'capacity']"
1868,"['rio', 'tinto', 'fourth', 'quarter', 'production', '2012']"
1869,"['guilty', 'abusing', 'stepchildren', 'children']"
1870,"['iraqi', 'family', 'pleads', 'help', 'leave', 'australia']"
1871,"['chalmers', 'charge', 'california']"
1872,"['racking', 'brian', 'johnston']"
1873,"['support', 'jones', 'replace', 'fels', 'accc', 'chief']"
1874,"['tasmanian', 'schoolkids', 'celebrate', 'naidoc', 'week']"
1875,"['sullivan', 'rice', 'sidelined', 'injury']"
1876,"['wa', 'nationals', 'consider', 'tab']"
1877,"['western', 'qld', 'cattle', 'sales']"
1878,"['qld', 'govt', 'agrees', 'scaffold', 'safety', 'rule', 'changes']"
1879,"['exhibition', 'remembers', 'dunera', 'boys']"
1880,"['marsh', 'interview', '720']"
1881,"['stormy', 'weather', 'wreaks', 'havoc', 'throughout']"
1882,"['grandstand', 'tuesday', '28', 'may']"
1883,"['health', 'worker', 'pleads', 'guilty', 'underage', 'sex']"
1884,"['turnbull', 'confirms', 'grech', 'meeting']"
1885,"['journey', 'dedicated', 'palliative', 'specialist']"
1886,"['tomic', 'suffers', 'first', 'round', 'exit', 'switzerland']"
1887,"['sars', 'impact', 'affecting', 'fruit', 'exporters']"
1888,"['french', 'hostage', 'iraq', 'alive', 'media', 'group', 'says']"
1889,"['blackouts', 'could', 'last', 'days', 'energex']"
1890,"['advocate', 'found', 'guilty', 'contempt']"
1891,"['prof', 'japanese', 'threatening', 'whale', 'watching', 'industry']"
1892,"['gina', 'rineharts', 'roy', 'hill', 'gamble']"
1893,"['gibbs', 'shocked', 'record', 'win']"
1894,"['security', 'camera', 'police', 'warning']"
1895,"['rural', 'nsw', 'flying', 'doctor', 'outback', 'trek', 'fundraiser', '0306']"
1896,"['bathurst', 'health', '2']"
1897,"['siddle', 'eyeing', 'ashes', 'berth']"
1898,"['cattle', 'breeder', 'vows', 'fight', 'dam', 'plan']"
1899,['drum']
1900,"['three', 'treated', 'chemical', 'leak']"
1901,"['three', 'charged', 'finks', 'bikie', 'bashed']"
1902,"['guilty', 'trafficking', 'ecstasy', 'avoids', 'jail']"
1903,"['telstra', 'relocates', 'tas', 'corporate', 'affairs', 'office']"
1904,"['federer', 'halts', 'djokovic', 'run', 'reach', 'shanghai', 'final']"
1905,"['early', 'bushfire', 'danger', 'period', 'parts', 'north', 'coast']"
1906,"['govt', 'pledges', '750m', 'upgrade', 'navy', 'frigates']"
1907,"['innovative', 'dynamic', 'rural', 'women']"
1908,"['new', 'laws', 'target', 'prisoners', 'mobile', 'phone', 'use']"
1909,"['ec', 'area', 'farmers', 'urged', 'seek', 'rates', 'rebate']"
1910,"['amnesty', 'says', 'signs', 'north', 'korea', 'gulag', 'expanding']"
1911,"['national', 'security', 'relies', 'aid']"
1912,"['magill', 'training', 'centre', 'overcrowded']"
1913,"['png', 'pm', 'threatens', 'close', 'settlements']"
1914,"['wa', 'finds', 'shells', 'shangri']"
1915,"['karta', 'orangutan', 'pregnant']"
1916,"['plays', 'injury', 'concerns']"
1917,"['syria', 'missile', 'strike', 'trump', 'government', 'break', 'law']"
1918,"['inmate', 'charged', 'escaping', 'broome', 'jail']"
1919,"['morabito', 'injured']"
1920,"['paris', 'attacks', 'fears', 'us', 'band', 'caught', 'terror', 'siege']"
1921,"['ponting', 'praises', 'mature', 'watson']"
1922,"['premier', 'says', 'federal', 'education', 'assistance', 'welcome']"
1923,"['charged', 'break', 'g', 'home']"
1924,"['tourists', 'trying', 'leave', 'thailand', 'blackout']"
1925,"['flood', 'victims', 'get', 'time', 'aid']"
1926,"['sewage', 'tests', 'reveal', 'wa', 'drug', 'problem']"
1927,"['woomelang', 'storm']"
1928,"['superclinic', 'construction', 'begins']"
1929,"['abc', 'weather']"
1930,"['parliament', 'hear', 'letter', 'hospital', 'fears']"
1931,"['execution', 'saddam', 'imminent']"
1932,"['inglis', 'hodges', 'indigenous', 'line']"
1933,"['winx', 'chasing', 'kingston', 'town', 'racing', 'history', 'cox', 'plate']"
1934,"['female', 'trekker', 'raped', 'kokoda', 'track', 'attack', 'png', 'police', 'say']"
1935,"['condemned', 'ranieri', 'seeks', 'final', 'reprieve']"
1936,"['fidge', ""facebook's"", 'new', 'button:', 'like', 'dislike']"
1937,"['tasmanias', 'two', 'new', 'senators', 'determined', 'recount']"
1938,"['new', 'doctors', 'head', 'mudgee']"
1939,"['queensland', 'heads', 'ballot', 'box']"
1940,"['fukushima', 'survivors', 'launch', 'class', 'action']"
1941,"['webb', 'falls', 'two', 'strokes', 'behind']"
1942,"['springborg', 'attacks', 'factional', 'deal', 'mayor']"
1943,"['mp', 'breaks', 'ranks', 'ahead', 'afghanistan', 'debate']"
1944,"['climate', 'change', 'forcing', 'lobster', 'industry', 'adapt']"
1945,"['kazakhstan', 'president', 'wins', 'nursultan', 'nazarbayev', 'election', '97pc']"
1946,"['families', 'handling', 'abuse', 'case', 'disappointing:', 'judge']"
1947,"['harvey', 'norman', 'posts', 'profit', 'dick', 'smith', 'closure', 'announcement']"
1948,"['discontent', 'simmers', 'amid', 'pressure', 'gillard']"
1949,"['us', 'senator', 'slams', 'dysfunctional', 'rogue', 'cia']"
1950,"['media', 'forced', 'warne', 'go']"
1951,"['foreign', 'beers', 'brewed', 'australia', 'time', 'better', 'labels']"
1952,"['sydney', 'swans', 'full', 'back', 'ted', 'richards', 'offered', 'one', 'match', 'afl', 'ban']"
1953,"['73yo', 'robbed', 'banks', 'pay', 'mortgage']"
1954,"['queensland', 'csg', 'company', 'drops', 'indonesian', 'venture']"
1955,"['community', 'cabinet', 'sweeps', 'armidale']"
1956,"['storms', 'black', 'thousands', 'qld']"
1957,"['sponsor', 'hangs', 'utd']"
1958,"['china', 'says', 'guns', 'found', 'tibetan', 'temple']"
1959,"['anthropologist', 'welcomes', 'cash', 'indigenous', 'languages']"
1960,"['collingwood', 'magpies', 'leave', 'sydney', 'swans', 'winless', 'afl']"
1961,"['beach', 'side', 'buildings', 'may', 'height', 'limits']"
1962,"['mungalla', 'station', 'wetlands', 'transform']"
1963,"['good', 'jail', 'encourages', 'crime', 'elders']"
1964,"['indonesia', 'execute', 'three', 'criminals']"
1965,"['mp', 'vows', 'name', 'ir', 'law', 'exploiters']"
1966,"['gold', 'sees', 'town', 'reborn']"
1967,"['australian', 'tax', 'office', 'systems', 'effected', 'mass', 'outage']"
1968,"['workplace', 'deaths', 'spark', 'safety', 'reminder']"
1969,"['govt', 'considers', 'singapore', 'airlines', 'route', 'access']"
1970,"['abc', 'business', 'news', 'market', 'analysis']"
1971,"['hugh', 'atkin', 'talks', 'latest', 'mashup', 'get', 'hockey']"
1972,"['graham', 'withdraws', 'short', 'course', 'champs']"
1973,"['outback', 'families', 'question', 'national', 'curriculum']"
1974,"['red', 'crabs', 'begin', 'migration', 'across', 'christmas', 'island']"
1975,"['lewis', 'mcpherson', 'new', 'years', 'eve', 'murder', 'teenager', 'warradale', 'shooting']"
1976,"['lauren', 'moss', 'harry', 'kypreos', 'casuarina', 'election']"
1977,"['corn', 'price', 'falling']"
1978,"['prisoners', 'return', 'custody']"
1979,"['cancer', 'surgery', 'wait', 'rah', 'myhospital']"
1980,"['long', 'appeals', 'childers', 'hostel', 'blaze']"
1981,"['matthewson', 'cyclone', 'clive', 'could', 'tear', 'minor', 'parties']"
1982,"['france', 'keeps', 'watch', 'breatharian', 'retreat']"
1983,"['councillors', 'air', 'fears', 'muto', 'return']"
1984,"['firefighters', 'death', 'felt', 'across', 'fire', 'service']"
1985,"['animal', 'justice', 'party', 'wins', 'seat', 'nsw', 'upper', 'house']"
1986,"['fired', 'bullets', 'look', 'win', 'razorbacks']"
1987,"['vets', 'say', 'weed', 'affecting', 'fewer', 'horses']"
1988,"['open', 'drum', 'year', 'living', 'water', 'grid']"
1989,"['high', 'court', 'rejects', 'irrigators', 'constitutional', 'challenge']"
1990,"['veteran', 'bomber', 'announces', 'retirement']"
1991,"['inspectors', 'probe', 'latest', 'death']"
1992,"['drum', 'wednesday', 'september', '23']"
1993,"['midnight', 'oil', 'frontman', 'peter', 'garrett', 'release', 'debut', 'album']"
1994,"['smooth', 'talking', 'irish', 'conmen', 'scam', 'south', 'east', 'qld', 'residents']"
1995,"['blacks', 'insist', 'room', 'sentiment']"
1996,"['blues', 'side', 'unclear', 'sunday']"
1997,"['new', 'environment', 'plan', 'launched', 'week']"
1998,"['top', 'league:', 'october', '20']"
1999,"['baggy', 'greens']"
2000,"['boddington', 'shire', 'confident', 'recreation', 'centre']"
2001,"['wind', 'monitoring', 'sites', 'hazards', 'crop', 'dusters']"
2002,"['williams', 'brincat', 'court', 'gangland']"
2003,"['wood', 'sentence', 'gross', 'miscarriage', 'justice']"
2004,"['gm', 'organic', 'agriculture', 'co', 'exist']"
2005,"['citrus', 'grape', 'growers', 'struggle', 'survival']"
2006,"['pleads', 'guilty', 'murder', '11yo', 'wangaratta', 'girl']"
2007,"['bob', 'brown', 'talks', 'tony', 'jones']"
2008,"['nz', 'defeat', 'southern', 'stars', 'twenty20']"
2009,"['kohler', 'redraft', 'bloody', 'fofa', 'bill;', 'minister']"
2010,"['gas', 'reservation', 'plan', 'may', 'alleviate', 'energy', 'crisis:', 'shorten']"
2011,"['aboriginal', 'stone', 'auction', 'called']"
2012,"['gallop', 'concerned', 'warriors', 'assault', 'allegations']"
2013,"['german', 'radar', 'police', 'stumped', 'parking', 'ticket']"
2014,"['new', 'drug', 'hope', 'hiv', 'kids']"
2015,"['search', 'called', 'injured', 'whale']"
2016,"['uc', 'plan', 'make', 'world', 'rankings']"
2017,"['success', 'battling', 'bottle', 'demons']"
2018,"['towns', 'hope', 'clean', 'awards']"
2019,"['umbrella', 'festival', 'wake', 'adelaide', 'winter', 'hibernation']"
2020,"['png', 'allow', 'casinos', 'online', 'gambling']"
2021,"['26yo', 'front', 'court', 'accused', 'charters', 'towers', 'murder']"
2022,"['three', 'injured', 'chopper', 'crash']"
2023,"['chelseas', 'babayaro', 'moves', 'newcastle']"
2024,"['wheat', 'blending', 'goes', 'online']"
2025,"['six', 'dance', 'lessons', 'six', 'weeks', 'showcases', 'theatre', 'dance', 'legends']"
2026,"['devastation', 'left', 'carwoola', 'fire']"
2027,"['fijian', 'ministers', 'hiding', 'ahead', 'new', 'coup']"
2028,"['rain', 'welcome', 'needed']"
2029,"['drought', 'impacting', 'rice', 'harvest']"
2030,"['family', 'friends', 'mourn', 'girl', 'killed', 'school', 'trip']"
2031,"['irritating', 'plane', 'trees', 'win', 'council', 'reprieve']"
2032,"['mugabe', 'launches', '90', 'balloons', 'celebrate', 'birthday']"
2033,"['wyd', 'pilgrims', 'boost', 'south', 'coast', 'tourism']"
2034,"['fears', 'aired', 'bio', 'fuel', 'health', 'impact']"
2035,"['verdasco', 'san', 'jose', 'final']"
2036,"['adelaide', 'guitar', 'festival', 'lineup']"
2037,"['clp', 'hopes', 'stuart', 'election', 'win']"
2038,"['bulls', 'vs', 'blues', 'day', 'four', 'summary']"
2039,"['relationships', 'register', 'proposed', 'south', 'australia']"
2040,"['children', 'young', '10', 'test', 'positive', 'stds']"
2041,"['bus', 'plunges', 'river', 'kashmir', '36', 'killed']"
2042,"['harrigan', 'blows', 'full', 'time', 'refereeing', 'career']"
2043,"['lizarazu', 'retires', 'international', 'football']"
2044,"['nrl', 'interview', 'michael', 'ennis']"
2045,"['rural', 'qld', 'podcast', '061015']"
2046,"['hospital', 'blast', 'death', 'toll', 'rises', '16']"
2047,"['netanyahu', 'says', 'palestinian', 'state', 'reelected', 'pm']"
2048,"['meet', 'brisbanes', 'dedicated', 'mall', 'walkers']"
2049,"['hidden', 'valley', 'fatal', 'crash', 'three', 'dead']"
2050,"['germany', 'reaches', 'mens', 'hockey', 'final']"
2051,"['council', 'goes', 'developers']"
2052,"['abc', 'sport']"
2053,"['act', 'laws', 'ban', 'smoking', 'restaurants', 'licensed']"
2054,"['police', 'unhappy', 'drink', 'driving', 'blitz', 'results']"
2055,"['admits', 'murder', 'charge']"
2056,"['interesting', 'talks', 'expected', 'gas', 'hub', 'funding']"
2057,"['us', 'moves', 'seize', '1', 'billion', 'assets', 'malaysian', '1mdb', 'fund']"
2058,"['alcohol', 'dangers', 'stressed', 'expectant', 'mothers']"
2059,"['faeces', 'throwing', 'bandits', 'create', 'stink', 'sydney']"
2060,"['edi', 'future', 'hinges', '2b', 'contract', 'mp']"
2061,"['qld', 'abuse', 'victims', 'welcome', 'govt', 'compo']"
2062,"['superfine', 'wool', 'help', 'children', 'eczema']"
2063,"['bennett', 'backs', 'tinkler', 'knights', 'survive']"
2064,"['bishop', 'pushes', 'greste', 'release', 'eve', 'trial', 'verdict']"
2065,"['panel', 'set', 'rule', 'favour', 'julian', 'assange', 'sweden', 'says']"
2066,"['south', 'korea', 'alert', ""north's"", 'submarines', 'slip', 'port']"
2067,"['couchsurfing', 'host', 'drugged', 'raped', 'australian', 'teenager']"
2068,"['police', 'blame', 'alcohol', 'overnight', 'crime']"
2069,"['car', 'ploughs', 'crowd', 'outside', 'easter', 'mass', 'sydney', 'hills']"
2070,"['timbercorp', 'recommendation', 'worries', 'shire']"
2071,"['council', 'considers', 'port', 'fairy', 'land', 'deal']"
2072,"['denies', 'stalking', 'actress', 'sophie', 'monk']"
2073,['gash']
2074,"['nationals', 'candidate', 'says', 'deal', 'done']"
2075,"['council', 'unhappy', 'govts', 'waterfront', 'land']"
2076,"['hewitt', 'continues', 'dominance', 'henman']"
2077,"['driver', 'arrested', 'smashing', 'shop', 'front']"
2078,"['bligh', 'promises', 'tougher', 'planning', 'controls', 'councils']"
2079,"['consumers', 'dark', 'extra', 'energy', 'fees;', 'report', 'says']"
2080,"['88yo', 'nz', 'vows', 'keep', 'racing', 'drops']"
2081,"['musician', 'accuses', 'police', 'violent', 'operation']"
2082,"['govt', 'urged', 'release', 'water', 'study', 'funds']"
2083,"['national', 'gallery', 'host', 'degas', 'exhibition']"
2084,"['show', 'society', 'snubs', 'carrara', 'talks']"
2085,"['big', 'irrigation', 'cotton', 'company', 'sells', 'bourke;', 'remains']"
2086,"['pengiun', 'feeding', 'habits', 'studied']"
2087,"['bartletts', 'apology', 'premature', 'information']"
2088,"['organic', 'body', 'overwhelmed', 'public', 'response', '1080', 'proposal']"
2089,"['cuba', 'releases', 'american', 'alan', 'gross', 'five', 'years', 'prison']"
2090,"['sex', 'marriage', 'advocates', 'claim', 'minor', 'victory']"
2091,"['fines', 'follow', 'englands', 'defeat']"
2092,"['aust', 'exposure', 'us', 'market', 'trouble', 'minimal']"
2093,"['caracellas', 'future', 'undecided']"
2094,"['markets', 'australian', 'shares', 'buck', 'three', 'sessions', 'losses']"
2095,"['climate', 'change', 'impact', 'indigenous', 'communities']"
2096,"['berg', 'whats', 'wrong']"
2097,"['chiefs', 'lauaki', 'banned', 'two', 'matches']"
2098,"['police', 'reopen', '1982', 'sydney', 'bombings', 'case']"
2099,"['interview', 'michael', 'cheika']"
2100,"['png', 'hunters', 'cause', 'qld', 'cup', 'boilover']"
2101,"['crocodile', 'attack', 'wyndham', 'dissected', 'arm', 'found']"
2102,"['kewell', 'magic', 'sends', 'socceroos', 'semis']"
2103,"['bigger', 'sugar', 'crop', 'tipped', 'year']"
2104,"['corby', 'urges', 'judge', 'view', 'airport', 'video', 'footage']"
2105,"['half', 'australians', 'oppose', 'work', 'choices']"
2106,"['fossil', 'eggshells', 'reveal', 'whether', 'dinosaurs', 'hot']"
2107,"['optus', 'seeks', 'assurances', 'broadband', 'bidding', 'process']"
2108,"['mental', 'health', 'laws', 'criticised', 'justice', 'trish', 'kelly']"
2109,"['reflecting', 'one', 'year', 'tsunami', 'devastated']"
2110,"['councillor', 'says', 'time', 'leave', 'fluoride', 'debate']"
2111,"['tangled', 'whale']"
2112,"['people', 'streets', 'blast', 'banks']"
2113,"['kerry', 'us', 'remains', 'integral', 'pacifics', 'future']"
2114,"['aid', 'call', 'north', 'korea']"
2115,"['nursing', 'graduates', 'head', 'bundaberg']"
2116,"['hopes', 'award', 'prompt', 'climate', 'change', 'action']"
2117,"['storms', 'french', 'open', 'second', 'round']"
2118,"['international', 'search', 'underway', 'return', 'aboriginal', 'artefacts']"
2119,"['wada', 'hire', 'crack', 'us', 'lawyer', 'take', 'essendon', 'players']"
2120,"['government', 'rejects', '680m', 'unpaid', 'fines', 'blow']"
2121,"['pigeon', 'ownership', 'dispute', 'ruffles', 'feathers']"
2122,"['celebrating', 'australia', 'day', 'honours']"
2123,"['dfat', 'steps', 'search', 'missing', 'aussie', 'tibet']"
2124,"['push', 'wild', 'bounty']"
2125,"['labor', 'takes', 'control', 'leichhardt', 'council']"
2126,"['cost', 'representation', 'considered', 'councils', 'mull', 'merger', 'prop']"
2127,"['police', 'praise', 'behaviour', 'australia', 'day', 'crowds']"
2128,"['cancer', 'council', 'claims', 'support', 'smoking', 'ban']"
2129,"['charities', 'pub', 'turned', 'welfare', 'centre']"
2130,"['food', 'safety', 'problem', 'wagga', 'mayor']"
2131,"['abc', 'tv', 'reporter', 'peter', 'kennedy', 'talks', 'abc', '720s']"
